age,income,credit_score,loan_amount,years_employed,education,employment_status,marital_status,housing_type,application_date_2025-09-09,application_date_2025-09-10,application_date_2025-09-11,application_date_2025-09-12,application_date_2025-09-13,application_date_2025-09-14,application_date_2025-09-15,application_date_2025-09-16,application_date_2025-09-17,application_date_2025-09-18,application_date_2025-09-19,application_date_2025-09-20,application_date_2025-09-21,application_date_2025-09-22,application_date_2025-09-23,application_date_2025-09-24,application_date_2025-09-25,application_date_2025-09-26,application_date_infrequent_sklearn,target
-0.37873080827685474,1.1085960561770807,0.7122836938098194,0.4649451552062887,-0.013698256706626137,0.9051725069635551,-0.7627989486541282,-0.2838565988642303,1.2084059522778021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.4281526191650333,1.9295532007819485,-1.0220943066515997,-0.6120043378807322,1.2128832768234743,-1.0004538234860347,-0.7627989486541282,-1.5682755982498873,-0.4549195154135979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.0473344469437457,1.8348437318940667,0.48273366433698445,0.09715370680031643,1.0413334119940898,-1.0004538234860347,-0.7627989486541282,-1.5682755982498873,0.3767432184321022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.5049928219447694,-1.0043887476547309,-0.9009429022076035,0.08807000350420349,-0.07374070939691073,-1.0004538234860347,-0.7627989486541282,1.0005624005214266,0.3767432184321022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.6706910026113239,0.8948051129987582,0.3870878187233032,-0.7149540016438309,-1.0858849118902805,0.9051725069635551,2.0279289122756095,2.2849813999070836,-1.2865822492592978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.22882918750051182,0.0008559078383655314,-1.5832166009185293,-1.0541302450563192,-1.4804496009978656,2.810798837413145,-0.7627989486541282,-0.2838565988642303,0.3767432184321022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.3887164521663933,-0.8008911231977932,-0.8308026154242374,1.8721924698401056,-0.5455028376777187,-0.04764065826123979,-0.7627989486541282,1.0005624005214266,0.3767432184321022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.7595489804981423,-0.08801639849714649,1.5667199146253714,-0.3266518591173813,-1.5147595739637423,-1.0004538234860347,2.0279289122756095,1.0005624005214266,1.2084059522778021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.4991819059440963,0.2740639541759665,1.4328157307662177,0.08433798709915635,-1.1201948848561576,-1.0004538234860347,-0.7627989486541282,1.0005624005214266,1.2084059522778021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.1125528177221358,1.576120522499639,0.8334350982538155,-0.5743351953985464,1.4273206078602052,-1.0004538234860347,-0.7627989486541282,-1.5682755982498873,-1.2865822492592978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.0967562578319243,0.6784549934533314,-0.49923035063014254,-0.5077039223054657,-1.4547171212734578,-1.0004538234860347,1.097686291965697,1.0005624005214266,-1.2865822492592978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.5544146328329478,0.0045160334811625465,-0.39083172560130386,-0.3032395119779083,0.24362654053745092,-0.04764065826123979,-0.7627989486541282,1.0005624005214266,1.2084059522778021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.8205926233876667,0.23334744530868862,-0.10389418876026024,0.9950598154959189,0.9298259998549897,-0.04764065826123979,2.0279289122756095,-0.2838565988642303,-1.2865822492592978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.3887164521663933,1.5058113656408,-1.366419350860852,-0.67588176058472,0.3465564594350817,-0.04764065826123979,1.097686291965697,1.0005624005214266,1.2084059522778021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.3392946412782148,0.21957820152157623,-1.3600429611532734,0.10041357591539608,0.020611716259250682,-0.04764065826123979,1.097686291965697,-0.2838565988642303,1.2084059522778021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.1677855446109873,1.0833079454083183,-1.0539762551894936,-0.27793139082850077,-0.6741652362997572,-0.04764065826123979,-0.7627989486541282,-0.2838565988642303,1.2084059522778021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-1.7043162536092908,0.0008559078383655314,-0.0007319322488577413,-0.3217425537088719,-1.137349871339096,1.8579856721883499,-0.7627989486541282,2.2849813999070836,-1.2865822492592978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
